run,obj_vals,opt_converged,opt_runtime,is_best_vec,param_1,param_2,param_3,param_4,param_5
1,0.0814717260528478,1,206.106448498,0,389.8308381418533,92.92275553662664,65.46824119838729,26.798986119368813,93.46622108078633
2,0.08147136061671889,1,116.512624462,0,388.88304884361986,94.17552239240332,65.35017422169645,27.00224482558229,93.12959111973636
3,0.08147476253922163,1,81.242600686,0,389.0472639044986,93.31826758205683,65.83873883540043,26.82992513934396,93.2961260130081
4,0.08147053883430615,1,90.794677701,0,389.42491617976594,93.93864445706656,65.49880069383998,26.98287784596819,93.3202421555976
5,0.08147119735691578,1,184.405731322,0,389.90307010344713,93.20416321907611,65.66000665416875,26.921573056234294,93.51905416955493
6,0.08147939812127479,1,106.467912226,0,388.7574910310784,96.01221752638125,67.95530622249052,27.73016576974361,93.05665315720894
7,0.08147558944941084,1,102.270794507,0,389.9678410763545,92.76597852738342,64.4440927808587,26.882672188297477,93.47467429427373
8,0.08147568781744718,1,101.076626985,0,390.083011596995,92.69008777204698,64.25342542981747,26.865688140885492,93.52691854626775
9,0.08148238226361167,1,111.794416495,0,387.71663986967144,95.59107191536978,67.63965516146793,27.623989630492062,92.69839075548781
10,0.08147556484223867,1,486.817629045,0,390.06517132295215,92.6999429585814,64.44705019815837,26.83634399618449,93.53208408414662
11,0.08147753321151385,1,63.009021363,0,388.9099961626005,95.37337907752729,67.43500513472996,27.55875223880125,93.12621151653181
12,0.0814734343550805,1,72.286258468,0,389.3473177431686,92.67395245011825,65.14613278303565,26.752139460488074,93.33003560450145
13,0.08147568964428836,1,92.357467218,0,390.0831481675263,92.67646695079992,64.26807220986434,26.87354445216921,93.52713254888448
14,0.08147036680362821,1,87.6381916,0,389.29768797621466,94.43811448570399,65.61918225777089,27.088935701375085,93.2670142064437
15,0.08147047057756429,1,87.333405959,0,389.58775719781283,93.92404105215353,65.66604704048014,27.00869983344972,93.38761469089083
16,0.08147161649104644,1,126.485080266,0,389.7605612584671,93.09344331153858,65.47322798800252,26.871947922994153,93.48194974514907
17,0.08146703247891951,1,88.972903648,0,388.5755422170943,94.42838759304837,66.65666785689992,27.33697446809606,92.99503170513556
18,0.0814756891552715,1,89.011885407,0,390.08031838254175,92.68174375439612,64.25749656231329,26.880794255087228,93.52562201674216
19,0.08147559598499964,1,228.77500613,0,389.94849434100945,92.67940327529816,64.42739342447122,26.82273944382035,93.485218252514
20,0.08147231590593706,1,146.565134757,0,389.4693484747477,92.77693544163841,65.36827515785133,26.75181838121099,93.34904146393812
21,0.08147066103673117,1,72.748381703,0,389.5694291235755,93.84000682396179,65.48070978350688,27.030593504650856,93.3665277811903
22,0.08147148910377051,1,182.953154253,0,389.80667976489195,93.09096946969107,65.53643019151893,26.841187017049005,93.48333218924225
23,0.08150264556581772,0,1982.511552536,0,390.23243683116317,93.0946926313352,61.18748314342481,26.930986264722236,93.50687262243025
24,0.08147833709065261,1,71.28652205,0,389.8282198550291,92.87983427065343,63.42526390831644,26.729978166908296,93.4504492260629
25,0.08147038061500662,1,86.814109811,0,389.5757895466153,94.04097575273029,65.61574838818733,27.020029190681868,93.3973159857474
26,0.08148082149495968,1,113.404121269,0,389.6203710575628,96.34624324809144,68.21071536517205,27.7834190205714,93.55427847734174
27,0.08147568845999281,1,153.645580584,0,390.0694377439522,92.68955579475718,64.24824950977943,26.868780909815705,93.5229030864023
28,0.08147568942334084,1,106.789082773,0,390.05789799498615,92.68811797934364,64.25806052658774,26.87069798519806,93.51373759377402
29,0.08147557564386737,1,615.101932074,0,390.1411891475497,92.70509104110856,64.4665832776352,26.87728561838738,93.568422827696
30,0.08151324621718012,1,252.214938224,0,390.1098478437717,93.28387523532604,59.18547143405757,27.157188247590856,93.35771068636392
31,0.0814709444126991,1,107.625174238,0,389.58628101712884,93.70318709550676,65.49384722525808,27.008702119884102,93.42076992905285
32,0.08146843492886917,1,118.252954711,0,388.33273612148787,94.1522432821633,66.52541220413812,27.161881681451675,92.8250874456882
33,0.08149716133061437,0,2055.26553097,0,390.6050360819041,90.01789918464519,61.19771950470031,26.735698088116905,93.59051241032384
34,0.08147064523715718,1,93.827621449,0,389.3401455448238,93.94350337810027,65.41801296601665,26.973735472895104,93.26717456027757
35,0.08150262374630306,0,1988.372254666,0,390.27664666060286,93.12637612725041,61.198451659373646,26.948726497017585,93.53139719845542
36,0.08147619169384454,1,107.057271683,0,389.6671560355181,92.71600742714783,64.22541857772643,26.997306020262005,93.39276556905145
37,0.08147183422755781,1,90.488437205,0,389.8221456014561,92.9598485322808,65.33876645127542,26.814176528922673,93.46840435983657
38,0.0814768372779328,1,54.305482744,0,389.43777892068033,93.81811534409977,64.69371020132085,27.54295541588718,93.40872375970521
39,0.08150705525994907,1,106.37232113,0,391.3512422782184,91.55834936270188,59.16051393686716,27.212707868801534,93.81739839057562
40,0.08147670108583399,1,59.4136298,0,390.07697397603647,92.54025407424128,64.28957161647183,27.277352877540046,93.5251624549486
41,0.08153252440969386,1,139.95079425,0,388.96068552303063,98.02706004926485,64.29511232501916,26.21676341349157,93.2609067414911
42,0.08147053775069023,1,69.47262132,0,389.61396503349624,93.92584874305469,65.39277178342142,26.979622550504338,93.38426879405718
43,0.0814756900930063,1,127.21862839,0,390.08530350979703,92.70279300142411,64.23351381034844,26.86323229667958,93.53022974881134
44,0.08147568831025814,1,97.190573206,0,390.08132719352153,92.68819638873582,64.2507886658446,26.874328215400197,93.5260973757425
45,0.08147569191692003,1,106.667571202,0,390.0845910778881,92.71335843693426,64.28218693750114,26.882094226952837,93.53703107474996
46,0.08796806875855609,1,90.66814221,0,385.61159051500067,159.04524943893924,78.14906007957774,1.384621470877812,93.47909675301172
47,0.08148616606797222,1,109.513246211,0,387.1798031786834,95.47499452602824,67.60444785240536,27.54049843693803,92.4237360756477
48,0.08146820677071305,1,261.196952583,0,390.1704791676464,95.23370098456266,66.9679179795392,27.546295130769302,93.60295169065297
49,0.08147205161328122,1,61.186140848,0,389.4853861126327,92.94312735600744,65.38401313621634,26.877748102780842,93.28893259219645
50,0.08147119672221427,1,130.44965192,0,388.9956964753565,94.05943974899131,65.50428240605953,27.004482016570915,93.07910912252972
51,0.08302633754014761,1,121.597348716,0,389.2338875416131,86.38766072055756,173.46019467486371,29.186804118981076,93.59381424063007
52,0.08146743411414403,1,194.726237491,0,389.17494625114153,95.40535339427788,66.77351668331724,27.27083537848556,93.29681168296008
53,0.08147568827975134,1,109.892866082,0,390.0800840781951,92.68343557216399,64.25644089441641,26.871904266055097,93.52671643313353
54,0.08150320065391842,1,149.518171099,0,390.48238571749124,91.80321426670528,60.923622289439734,27.736264364171955,93.54395024425557
55,0.08147559412564036,1,165.693814262,0,390.0498851330469,92.61559815391412,64.43921667413632,26.86466386256057,93.53485147575493
56,0.08148014505958377,1,115.106818007,0,388.3022935822633,95.57250461258324,67.7139590223233,27.474145192413584,92.93675740848475
57,0.08147077025586236,1,188.028057884,0,389.2865778562398,93.88561518898943,65.42537210805908,26.962717479348793,93.2414290926748
58,0.08147569712763213,1,77.408776083,0,390.02439014696137,92.66707791822147,64.24908214874726,26.87845729607583,93.49856737643726
59,0.08146757149268706,1,105.52681658,0,388.3786502031505,94.52168690067109,66.61248808497294,27.256605554034934,92.95742751923042
60,0.08148759806232854,1,206.999495189,0,390.6787930332742,91.30174891874405,62.23262737241049,26.675137008018364,93.66564267138483
61,0.08147570896764415,1,69.107694638,0,390.0125115957629,92.6391833690474,64.26363148961235,26.847101395373368,93.49068682012975
62,0.08148074197654265,1,76.160284719,0,388.79460527125804,96.32845072933114,68.22327339310486,27.785578084063935,93.1656592985809
63,0.08147063453350352,1,86.985710406,0,389.8488914770174,94.02584210395854,65.46431593814552,26.992389032625063,93.57271740556571
64,0.0814706132308627,1,70.647906292,0,389.5557919239496,93.87585039437411,65.393568653035,26.98571628306913,93.35615558766301
65,0.08148264305592193,1,114.727180891,0,389.08092759685576,96.60837283002893,68.45676814839422,27.82728036891205,93.37502380130408
66,0.08148215781473755,1,156.871553491,0,389.29915427440125,95.98301216330664,68.2008799867443,27.329752603472738,93.380438534348
67,0.08150262843547992,0,1935.679964616,0,390.2573233068169,93.10108751660215,61.19151755119049,26.933075636209495,93.52038125759792
68,0.08148703063761752,1,459.400462241,0,390.38909048357704,91.4068547156034,62.27161855335097,26.945615570965636,93.56190663539985
69,0.08147042025475891,1,77.663137435,0,389.5196964003552,93.99662677239738,65.54712266151151,27.000899374045268,93.3413395145119
70,0.08147573485901215,1,295.997168462,0,389.7809272690105,92.69090284458062,64.41484322067265,26.884076824873812,93.37382303966108
71,0.08147062024145343,1,77.798996717,0,389.37305522585143,94.13534637054434,65.42327544693856,27.043274090644996,93.36617205570717
72,0.08147556731584583,1,357.377702708,0,390.0450153994091,92.67871497136149,64.44185319969783,26.838032428033713,93.51410812654242
73,0.08147171622447526,1,114.195937955,0,389.7401190523085,92.9534801392567,65.46152085336806,26.80391252298197,93.46261756104985
74,0.08150691486071897,1,282.817567648,0,391.30080027907456,91.58928995651789,59.20791761716855,27.271421774957943,93.86225089451351
75,0.08147256430121916,1,190.569240399,0,388.6743164306765,93.836636904655,65.31939398802469,26.936634559870296,92.9402800575567
76,0.0815026380624354,0,1929.31570551,0,390.25164682575314,93.12069527085428,61.194573821669366,26.947298879067166,93.51782408693752
77,0.08146730873582109,1,136.621963787,0,388.7294473404191,95.18495030143771,66.70998923448985,27.333899466431408,93.0699579827673
78,0.08150673363573872,1,123.805695311,0,390.92978343818,91.59143526314826,59.3339015951099,27.386419018073916,93.71106976641404
79,0.08147615001301774,1,75.352535635,0,389.6361041061958,92.8698069819578,64.42745412247916,27.0413962836038,93.32639209450524
80,0.08146572689442588,1,76.263470296,1,389.7082441602659,94.74440756453437,66.82556396907304,27.27845610290747,93.50642360772385
81,0.08147575295747018,1,213.371188526,0,390.34940189218105,92.75974002679662,64.5015325841319,26.890299310759602,93.66994273980593
82,0.08147460448405043,1,52.367841342,0,388.98222881989994,92.70222101862741,65.03106431272832,26.70462619158984,93.01922118838075
83,0.08146720380703842,1,126.791211964,0,389.0461723377342,95.43097369929083,66.79323125941671,27.45943576003913,93.18606654150588
84,0.08147050861141565,1,123.831254768,0,389.6036134977098,93.92902609225605,65.59337274247072,26.99708662930629,93.41990569153266
85,0.08147179093558898,1,31.654192336,0,389.0823265438725,93.7853646266455,65.28780656877025,26.97012155551289,93.2978985539042
86,0.08147672072059088,1,103.765296732,0,390.12186533426484,92.48809469818184,64.48735201723812,27.306152770110604,93.55140546260401
87,0.08147077775397704,1,90.990371292,0,389.5272758593377,93.82732158431014,65.36819587375298,26.933853684170714,93.38385073297759
88,0.08146584585404258,1,98.54670034,0,389.0842515640698,94.97563055664143,66.7623294604617,27.373795934491344,93.23894037242073
89,0.08147568825113916,1,80.955872022,0,390.082302479664,92.68954440615398,64.25013455072796,26.87333453476559,93.52721932445098
90,0.08146679295828099,1,77.112659544,0,389.1633334834749,95.10014290929527,66.7439335155932,27.207039369937103,93.37111381810114
91,0.0815100996262159,1,202.916783485,0,391.0779108166386,92.45257034699577,59.08155277282378,27.16991537847004,93.82774964173973
92,0.08146743773643556,1,1597.471285386,0,388.92481315131175,95.09186205148784,66.77848739017483,27.54654904887398,93.11165459352944
93,0.08150244056403227,1,72.195345093,0,390.3614090486918,91.39053926408121,60.67325633679111,27.08956180412424,93.52275215100184
94,0.0814756883889933,1,100.926443897,0,390.0734364533648,92.69277660443421,64.25806425432854,26.87420674793139,93.52199069433331
95,0.08147569366399443,1,99.25554562,0,390.03234353230573,92.6808142586073,64.2410923979658,26.859821607079628,93.5049491774137
96,0.08147572889608502,1,52.937860984,0,390.1209313267598,92.73251228175332,64.2182215593019,26.928736799866204,93.54714808407414
97,0.08151051517178774,1,69.950193908,0,391.0945225448658,92.4357490735802,59.265532989405266,27.59565735802516,93.82843970214299
98,0.08147576460191588,1,60.786901201,0,389.96836018453905,92.68225993848151,64.14692555157549,26.879290860337008,93.49401842187244
99,0.08147568779392876,1,146.307747741,0,390.08315845545417,92.69077124134529,64.25382692226387,26.86347757687081,93.52699770247104
100,0.08146633060178007,1,72.89619874,0,388.9178579488897,94.45069847264256,66.68109212825165,27.210937244045294,93.28497434598096
101,0.08147568779477317,1,89.780705409,0,390.08314413357414,92.69108375974591,64.25385317362128,26.86292465624359,93.52699983401965
102,0.0814704957161774,1,85.746944523,0,389.35659248154036,94.13632350609898,65.66591091904691,27.09539458744068,93.28578292762342
103,0.08147568780660291,1,104.634097351,0,390.0831044351473,92.69215183186127,64.25287513148884,26.862401475555757,93.52695664071773
104,0.08147042661456738,1,76.662285482,0,389.5102264719324,94.11642552523713,65.64241599817227,27.082499271500634,93.38319202949948
105,0.0814715733743542,1,113.660920665,0,389.70120225716,93.14271240496376,65.5392124789521,26.897257953169976,93.47793102899374
106,0.08146601448894833,1,108.597627482,0,389.2260515426729,95.01948186376005,66.79464524887455,27.4212355853837,93.32383993668701
107,0.08147569084214717,1,91.027754089,0,390.07999706623764,92.68664310872772,64.23664732009138,26.88455724552465,93.5268462010885
108,0.08148679581379978,1,67.020387014,0,387.197089502195,95.01322957773941,67.29927223407046,27.30039884579376,92.45499336559358
109,0.08147569071024294,1,52.550290255,0,390.05299635978946,92.68261984706835,64.24638523790485,26.8768340111812,93.51140738141129
110,0.08147907109867643,1,76.960365813,0,388.6996255938987,95.93022048132069,67.91644947994047,27.668345434878564,93.08837030778102
111,0.08147056213158844,1,89.443510411,0,389.4411201207153,93.92324680840424,65.56079283149587,26.997736270089046,93.3485622456226
112,0.08147317080674152,1,65.454322729,0,389.09355295291334,92.91404884063631,65.2018949164925,26.753321935147984,93.11295841261423
113,0.08147558978393822,1,97.530312953,0,389.9445816558839,92.70984468401414,64.43721255081391,26.87333711706222,93.45481652619449
114,0.08147818468947998,1,77.647413678,0,390.0913403912439,92.82360352689149,63.437528568486435,26.654968508960803,93.54358212490052
115,0.08147568779395546,1,126.352393575,0,390.08314832339,92.69098363670733,64.25387658766941,26.863140432450088,93.52700054154764
116,0.0814720123737598,1,148.845646639,0,389.5504988489964,92.856822375197,65.40184462389405,26.77184022838803,93.34262859706193
117,0.08147568881047015,1,70.100175038,0,390.0846996974407,92.70623441262343,64.25194774217903,26.87070840971772,93.52897387328827
118,0.08148374272913333,1,123.446974975,0,389.86373643460956,91.48626177783945,63.71783539530831,27.11045910824907,93.3729493498994
119,0.08700491892323971,1,176.565921278,0,388.573939919114,169.58188418843795,93.25807081190024,1.0645392240149856,94.66666482649451
120,0.08147784270941891,1,82.110962532,0,388.8268061979051,95.55692952486675,67.59648422038771,27.58572546005001,93.16511178914315
